"b_RE[1]","b_RE[2]","b_RE[3]","b_HIV","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]"
1.3996,1.6313,2.3019,0.4374,-0.0492,-0.9913,0.0754,1.5225,0.2759,0.235
1.1625,2.0087,3.1348,1.4733,-0.3297,-0.5322,-0.4114,0.7467,0.2213,0.7385
0.8172,1.7667,2.5903,1.6448,0.0389,-0.5468,-0.4955,1.212,0.5029,0.531
2.3088,1.9378,6.785,1.0986,-0.2504,-0.7765,-0.3446,0.5403,0.3631,0.5656
1.3899,1.5819,2.5579,1.2983,-0.4585,-0.42,0.0162,0.8452,-0.0794,0.4464
0.989,1.2794,1.804,2.3601,-0.6899,-1.033,-0.3487,1.2712,0.6076,0.5441
0.7064,1.7952,2.7314,1.423,-0.5046,-0.3233,-0.3526,1.3079,0.2491,0.5499
1.4516,1.8573,2.4221,1.7005,-0.6547,-0.6431,-0.0988,0.9403,0.1972,0.3723
1.3379,2.9327,3.9388,0.8414,-0.5234,-0.3252,-0.4417,0.8156,-0.1018,0.483
0.8223,1.1785,4.0066,2.0033,-0.2935,-0.4152,-0.348,1.1821,0.0635,0.426
1.4323,2.2579,3.3874,1.7767,-0.1946,-0.1054,-0.167,0.9754,-0.1163,0.6513
1.0063,2.3614,3.9344,1.4522,-0.193,-0.4586,-0.3893,1.3657,0.0869,0.5258
0.8712,1.424,3.2178,1.2219,-0.3528,-0.4664,-0.4865,1.2717,-0.1533,0.4011
1.6235,1.583,3.3578,1.4098,-0.4204,-0.5361,-0.0981,1.1489,0.1766,0.247
0.9267,1.5318,1.5464,2.183,-0.3683,-0.8658,-0.338,1.471,0.3301,0.4505
1.2676,1.7742,3.4208,1.9035,0.1257,-0.8204,-0.4639,1.6179,-0.1454,0.4505
0.6827,2.4533,2.2431,1.849,-0.3509,0.1544,-0.27,0.9531,0.0952,0.5982
1.0305,2.658,5.4803,1.2243,-0.3796,-0.1878,-0.1981,0.8977,-0.3086,0.2173
1.7181,2.074,4.5479,1.4511,-0.5353,-0.7685,-0.7715,1.3994,0.3621,0.3717
1.4561,1.4489,5.8503,1.1479,-0.5828,-0.8543,-0.1624,0.8171,-0.1364,0.5308
0.73,2.1136,2.9686,1.8556,-0.2653,0.126,-0.2993,0.9752,0.2038,0.7773
1.1476,1.8478,2.7264,1.579,-0.0053,-0.6395,-0.5734,1.1436,0.3775,0.7761
1.4423,1.8978,3.9972,1.3098,-0.6588,-0.6228,-0.3083,1.4705,0.6156,0.522
0.7168,1.4727,2.3548,1.6541,-0.3709,-1.0056,-0.001,1.3325,0.4248,0.4443
1.3158,1.5888,3.9528,1.2824,-0.0876,-0.9484,-0.2624,1.5854,0.3214,0.1667
1.3357,2.226,3.8677,1.8333,-0.0964,-0.0476,-0.3711,0.8951,-0.352,0.4632
0.9138,1.1841,2.5842,1.495,-0.586,-0.9513,-0.268,1.5894,0.4368,0.5782
1.4784,1.2369,4.5265,1.8744,-0.5279,-0.8531,-0.1263,0.7404,0.5395,0.6007
1.2138,1.1391,2.5745,1.8952,-0.4545,-0.5556,-0.1009,1.2411,-0.333,0.5471
0.2786,1.2289,4.6694,1.277,-0.4414,-0.6208,-0.2834,0.866,0.0323,0.4471
1.6178,4.1474,4.1831,1.5668,-0.3643,-0.262,-0.0903,0.4543,-0.1196,0.4148
0.9088,1.8722,2.0762,1.9103,-0.3376,-0.7492,-0.202,1.2474,0.0781,0.812
1.4123,1.862,3.0832,0.9636,-0.1003,-0.0988,-0.366,1.1288,-0.0288,0.5958
1.626,1.741,4.9367,1.0244,-0.0853,-0.7899,-0.4739,1.0708,0.303,0.4326
1.3818,2.2301,3.7958,1.5176,-0.4013,-0.2049,-0.5942,0.8136,-0.2223,0.4507
1.4811,1.6943,3.2887,2.2152,-0.4079,-0.4428,-0.3181,0.9249,-0.0973,0.6723
1.4944,1.8188,2.506,1.1151,-0.5147,-0.6213,-0.0715,0.9059,-0.0859,0.3307
1.3155,2.062,4.4505,1.396,-0.239,-0.0497,-0.3855,0.7905,-0.403,0.6216
1.7108,1.5189,4.2037,1.1646,-0.3584,-0.6029,-0.1312,0.7456,0.2274,0.4581
0.9313,1.4184,2.9159,2.1967,0.0746,-0.1903,-0.7526,1.4503,0.3171,1.0629
1.3695,1.704,2.4514,1.6153,-0.5068,-0.031,-0.3323,1.0877,-0.2863,0.2632
1.706,2.616,5.3113,1.7436,-0.1869,-0.6308,-0.3754,1.0954,0.6301,0.302
0.8309,1.6351,2.6622,1.751,-0.4923,-0.8088,-0.6974,1.6034,0.0842,0.604
1.2916,1.6182,3.2881,2.2078,-0.4805,-0.169,-0.5253,1.48,-0.0704,0.6345
1.526,1.6293,4.3484,2.2411,-0.1265,-0.4749,-0.508,1.789,0.1205,0.4846
2.5215,1.4313,4.3549,1.5369,-0.3724,-0.5807,-0.3627,0.9776,0.3774,0.5474
1.282,2.0625,3.9328,0.9751,-0.2713,-0.1794,-0.1568,0.7745,-0.1305,0.5168
1.2803,2.9461,2.6419,1.3001,-0.341,-0.045,-0.5235,0.8783,0.2141,0.424
1.6607,1.5957,3.7899,1.8495,-0.2865,-0.3637,-0.4398,1.3822,-0.1296,0.3565
0.7273,1.901,4.1275,1.4255,-0.8093,-0.2024,-0.413,0.9456,-0.1685,0.8399
0.716,1.6142,3.5375,1.3686,-0.482,-0.3981,-0.2237,1.6616,-0.6217,0.4025
2.0782,1.8866,3.6544,1.3705,-0.6739,-0.3746,-0.2748,0.5685,-0.2914,0.6038
1.1938,1.5425,2.9838,1.1631,-0.2411,-0.6033,0.0744,1.2622,-0.4146,0.6088
1.8053,1.3549,4.1888,1.5129,-0.5438,-0.6028,-0.4379,0.7642,0.3543,0.5482
1.1697,1.6268,2.6706,1.2265,-0.7418,2e-04,-0.4536,0.4341,0.2321,0.8956
1.0142,1.9244,5.0325,1.6042,-0.3709,-0.7815,-0.5024,1.0409,0.6176,0.5664
1.1452,1.7758,4.8233,1.5109,0.0329,-0.6234,-0.2802,1.35,0.0419,0.5796
1.6424,2.271,2.5929,1.3871,-0.8933,-0.5445,-0.5336,1.0355,-0.0315,0.4208
1.0551,1.495,2.0173,1.6069,-0.1009,-0.2538,-0.4148,1.0778,0.1937,0.6158
1.6762,1.8708,4.3471,0.9439,-0.3533,-0.6911,-0.2743,1.0274,0.0967,0.4003
0.7864,1.9104,2.2152,2.216,-0.0248,-0.795,-0.126,1.262,0.4829,0.3308
1.0367,1.7398,4.1271,0.8936,-0.3067,-0.4235,-0.4908,0.9956,-0.0206,0.2425
1.034,1.124,2.6312,1.2631,-0.494,-0.924,-0.0741,1.3131,0.1831,0.3962
0.5049,1.6628,2.0645,1.1191,-0.651,-0.4835,-0.5769,0.9431,0.4789,0.7786
2.4551,2.0824,2.3965,1.8302,-0.2998,0.3219,-0.7329,1.5388,-0.6131,0.5155
1.2599,1.0886,2.1393,1.7355,-0.4162,-0.4069,-0.0534,1.1638,0.1216,0.6554
1.6067,2.7855,4.6202,1.3152,-0.0078,-0.5805,-0.27,0.8652,0.3739,0.3599
2.1421,1.7265,5.124,1.1887,-0.3569,-0.5767,-0.3681,0.948,0.088,0.6289
1.8165,1.9154,3.322,1.2756,-0.4861,-0.3346,-0.412,0.989,0.3532,0.5041
1.4041,1.7142,2.4652,1.6125,-0.4072,-0.2544,-0.1137,1.0339,-0.4165,0.3183
1.1776,1.5355,2.7315,1.1752,-0.7463,-0.6933,-0.0263,0.9686,-0.4172,0.3545
0.9757,2.0293,4.2499,1.2161,-0.4947,-0.8147,-0.5384,0.9033,0.7272,0.5974
1.4736,1.8818,3.6059,1.2223,-0.5277,-0.5253,-0.0379,0.6853,0.3327,0.6851
1.126,2.7396,3.1287,0.9632,-0.3442,-0.4612,-0.4657,0.9406,-8e-04,0.2903
0.8034,1.5367,3.2743,0.6088,0.0443,-0.2194,-0.199,1.5483,0.0892,0.4019
1.4948,2.3447,4.6681,1.5489,-0.08,-0.4478,-0.3292,1.2866,0.1159,0.5505
1.4982,1.4164,2.8578,1.5025,-0.7974,-0.3908,-0.2871,0.8647,-0.066,0.5295
1.0646,1.9107,3.6787,1.6506,-0.663,-0.7629,-0.1968,1.1527,-0.264,0.3813
1.4792,3.0321,4.4508,1.3444,-0.4916,-0.2607,-0.2234,0.6047,0.0664,0.8708
1.0017,1.2708,1.9184,1.48,-0.3293,-0.5393,-0.1631,1.2407,-0.1044,1.0991
0.9261,1.2808,2.9648,1.6822,-0.2942,-0.7748,-0.5136,1.3579,0.0421,0.6495
2.2168,2.2712,3.6091,1.6579,-0.3628,-0.1111,-0.5686,0.9298,-0.2656,0.4557
0.9191,1.3638,3.9622,1.6974,-0.616,-0.0975,-0.3345,0.6789,-0.0453,0.4524
1.736,2.2419,3.3287,1.1648,-0.547,-0.3632,-0.3645,0.7193,0.0753,0.5151
0.6129,1.8472,2.2889,1.8621,-0.0369,-0.3145,-0.4527,1.585,0.2192,0.5277
0.9075,1.718,3.722,1.7624,-0.5364,-0.2296,0.0492,0.7302,-0.2394,0.3046
1.5073,1.93,3.5404,1.0141,-0.6466,-0.7909,-0.2797,0.9461,0.3242,0.4603
1.3671,2.7022,3.3304,1.3725,-0.448,-0.6161,-0.5331,0.7985,0.3378,0.7262
1.718,2.0893,3.0536,1.4805,-0.3737,-0.4853,-0.3391,1.0275,-0.2357,0.681
1.0424,1.7331,3.6867,1.1946,-0.1917,-0.2604,-0.4663,1.0962,0.4314,0.3748
1.3469,2.125,4.1076,1.607,-0.7219,-0.1066,-0.5054,1.0852,-0.1923,0.3299
1.4381,1.5345,2.5218,2.1848,-0.6405,-0.0547,-0.6587,0.8628,-0.2052,1.0402
1.9403,2.4817,3.0606,1.5539,-0.5627,-0.8694,-0.048,1.0424,0.3933,0.2254
0.815,1.3973,3.7812,1.241,-0.3118,-0.7363,-0.552,0.9812,0.7343,0.4389
1.1008,1.4446,2.8841,2.0438,-0.6753,-0.5579,-0.7309,1.6044,0.0507,0.734
0.9025,1.4056,3.9992,1.7165,-0.0241,-0.7661,-0.1465,1.2109,0.0293,0.5261
0.6766,1.3109,4.9342,2.0298,-0.5665,0.0341,-0.4164,0.9604,-0.091,0.3648
1.7429,1.4134,2.242,1.462,-0.3178,-0.48,-0.276,1.2658,-0.018,0.5647
1.1039,1.4822,3.0524,1.5963,-0.1865,-0.7672,-0.7702,1.1663,0.0773,0.3075
1.4812,2.2282,3.0623,1.2644,-0.6831,0.0191,-0.3449,1.1109,-0.5455,0.3414
2.0684,2.0864,4.7167,1.6908,-0.2285,-0.5577,-0.272,1.1479,-0.3528,0.4301
1.3021,1.8548,1.9598,1.913,-0.5543,0.0178,-0.6509,1.2127,0.1046,0.7054
1.4735,1.4123,3.1986,1.2818,-0.3975,-0.5269,-0.4818,1.2309,0.4288,0.6762
1.3833,1.6368,4.0054,1.6687,-0.2814,-0.6645,-0.3869,1.4077,0.0539,0.5139
0.923,2.0244,3.6019,1.1762,-0.0776,0.2437,-0.1731,0.8699,-0.3406,0.3908
1.1843,1.4914,3.5788,2.2448,-0.4938,-0.3493,-0.3138,1.9593,-0.4298,0.4392
1.6117,1.5632,2.9415,1.6125,-0.2341,-0.3898,-0.1485,1.2513,0.3859,0.5269
0.8412,0.9804,2.3719,1.5347,0.0153,-1.2325,-0.0239,1.4422,0.6293,0.6101
0.4645,1.481,3.3295,2.2093,-0.0734,-0.1092,-0.2996,0.8163,0.5687,0.5789
0.9583,1.6894,2.3751,1.5729,-0.2305,-0.1851,-0.2905,1.2247,-0.1209,0.7509
1.8083,1.5449,4.0866,1.7424,-0.6671,-0.3694,0.0322,0.8065,-0.242,0.2372
1.4253,1.9468,3.0181,2.2077,-0.658,-0.161,-0.4483,0.8751,-0.1107,0.7978
1.4121,1.1525,2.0396,2.1668,-0.7322,-0.6388,-0.6452,1.1997,0.4422,0.5988
1.6576,2.252,4.2837,1.1933,-0.2692,-0.7371,-0.585,1.056,0.2071,0.3865
0.5603,3.2447,3.5242,0.7131,-0.0535,0.2958,-0.2351,0.916,-0.5003,0.4355
1.6411,1.4861,2.8428,1.2164,-0.5642,-0.2114,-0.2914,1.088,0.2347,0.5187
1.6106,1.4817,3.981,0.8411,-0.4518,-0.7854,0.1119,1.0847,0.16,0.2838
1.1221,2.3597,2.1565,1.5637,-0.456,0.101,-0.4334,0.7048,-0.0272,0.6181
1.0323,2.1439,2.6201,1.1536,0.0628,-0.0607,-0.2737,1.1754,0.0677,0.7446
1.6863,1.7079,3.804,1.4531,-0.783,-0.4711,-0.4056,1.0884,0.0601,0.4723
1.1514,1.4145,1.9913,1.8036,-0.3449,-0.1391,-0.5628,1.4877,0.1296,0.7297
1.9092,1.7139,3.6081,1.6149,-0.1655,-0.5122,-0.3014,1.1317,0.2986,0.4003
0.7588,1.4534,1.8258,1.8236,-0.476,-0.4037,-0.0828,1.1549,-0.1368,0.8734
0.7585,1.9186,2.6495,0.898,-0.4552,-0.679,-0.1827,0.7007,0.1475,0.5461
1.1579,1.414,2.6105,1.0378,-0.4248,-0.6131,-0.5197,1.5407,0.0726,0.4075
1.4639,1.5268,3.9938,1.2156,-0.36,-0.2428,-0.1444,0.8585,-0.3817,0.6029
1.3008,2.4935,3.6332,0.9821,-0.605,-0.4409,-0.5303,1.0952,-0.4471,0.4152
1.4575,2.1134,3.8597,1.5819,-0.1648,-0.109,-0.5408,0.9072,0.1652,0.3751
0.9659,1.5314,2.8522,2.0371,-0.5993,-0.3774,-0.3855,0.7816,0.2134,0.6405
2.0266,1.7932,4.1426,1.3942,-0.2696,-0.5349,-0.3803,0.8268,0.2895,0.7351
1.5401,1.8026,2.8334,1.4992,-0.277,-0.1822,-0.3433,1.2053,-0.0413,0.365
0.4252,0.8885,0.9283,3.65,-0.4546,0.1893,-1.4397,1.9054,-0.0484,1.3053
0.9448,1.3372,3.0682,1.6609,0.1185,-0.5292,-0.537,1.6276,0.0774,0.3401
1.6573,1.9593,3.6534,1.4063,-0.6685,-0.9142,-0.151,0.5992,0.6034,0.5165
1.4742,1.8687,2.9191,1.1174,-0.5388,-0.4408,0.0275,0.6107,0.3241,0.4869
1.4417,2.093,4.2701,1.6243,-0.6314,-0.2503,-0.2158,0.8176,0.0639,0.49
1.3936,1.5586,2.986,1.0942,-0.9874,-0.3564,0.0105,0.7893,-0.1159,0.5257
0.7251,1.0306,2.3897,2.7614,-0.619,-0.8519,-0.5942,1.6784,1.1288,0.9897
1.697,1.4318,3.0368,1.4475,-0.1199,-0.4991,-0.1921,0.8599,0.3826,0.4374
1.2597,2.3851,6.1974,1.446,-0.3175,-0.3398,-0.2689,0.9395,-0.1601,0.4944
