"b_RE[1]","b_RE[2]","b_RE[3]","b_HIV","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]"
1.4305,1.2149,5.1736,1.7432,-0.5797,-0.6398,-0.0642,0.8007,0.033,0.2724
1.0813,1.2677,3.5003,1.4329,-0.8476,-0.0714,-0.6789,0.6231,0.0155,0.9456
0.8892,1.2339,2.0204,0.9568,-0.5174,-0.5044,0.117,0.8532,-0.0933,0.4835
2.1111,1.8623,2.7589,1.6794,-0.4995,0.1251,-0.2202,0.5227,0.0511,0.3699
1.7731,1.8742,3.5356,1.1889,0.0669,-0.3736,-0.4587,1.2857,0.255,0.3849
0.8566,1.2034,2.7965,1.3017,-0.3151,-0.4919,-0.4883,1.1428,-0.2382,0.6951
1.2283,2.6609,3.8286,1.4363,-0.6217,-0.3093,-0.5686,0.6504,0.2081,0.3304
1.232,1.7171,3.8648,1.0912,-0.2553,-0.214,-0.3215,0.971,0.0347,0.3399
1.6378,2.7326,3.7067,1.0028,-0.4525,-0.3213,-0.5394,1.1464,0.0071,0.3074
2.2895,2.0845,2.5699,1.8067,-0.3234,-0.1756,-0.2043,1.0938,-0.3032,0.345
1.2561,2.2617,5.025,1.2101,-0.258,-0.6522,-0.1161,0.8146,0.2387,0.4026
1.0035,1.5264,2.4776,1.2408,-0.1829,-1.0401,-0.4357,1.363,0.4326,0.3919
1.2021,2.1194,2.2622,1.4373,-0.7597,-0.4282,-0.544,1.6037,0.1682,0.7332
2.1231,1.4559,3.2638,0.8187,-0.5822,-0.6171,-0.0976,1.0332,-0.0482,0.3443
1.6187,2.0645,2.3157,1.8296,-0.3543,-0.2757,-0.2853,1.347,-0.3023,0.2759
1.6841,1.6036,3.3233,1.9942,-0.2898,-0.5545,-0.0834,0.6081,0.1331,0.5066
1.0899,2.2597,3.774,1.4737,-0.3028,-0.1936,-0.1782,0.9141,0.131,0.4137
1.4019,1.5713,2.7439,1.4958,-0.6712,-0.002,-0.615,1.1271,-0.3588,0.4324
1.7394,1.6521,3.1965,1.5693,-0.781,-0.3468,-0.1866,0.9192,0.082,0.2678
1.2733,2.2499,5.144,1.5446,-0.5218,-0.5961,-0.4808,0.6558,0.5684,0.6081
1.7701,1.9148,4.315,1.3415,-0.7847,-0.4583,-0.3216,0.9031,-0.0574,0.3284
1.1035,1.5798,3.2809,1.412,-0.7005,0.2077,-0.2277,0.9531,-0.9322,0.8825
1.1922,2.4119,4.4268,0.92,-0.517,-0.046,-0.4386,0.4735,-0.0628,0.5549
2.0403,1.7367,3.1711,1.7306,-0.2131,-0.6137,-0.3475,1.051,-0.0684,0.1453
2.1754,2.3147,4.4904,1.5137,-0.2243,-0.5032,-0.2463,0.9359,-0.018,0.3402
0.7372,1.248,2.5518,1.5618,-0.226,-0.8177,-0.0047,1.2074,-0.0416,0.6349
1.173,1.2162,4.0482,1.2481,0.0466,-0.9242,-0.2855,1.5003,0.5277,0.3729
0.777,2.0484,2.3411,1.8495,-0.7579,-0.2785,-0.2947,0.7946,0.1699,0.6525
1.6897,2.2622,3.1373,1.7031,-0.9076,-0.3654,-0.4182,1.135,0.3503,0.5517
1.1858,1.4156,3.1967,1.1583,-0.6043,-0.7648,0.2088,0.8644,0.1677,0.5693
1.1811,2.0597,3.9354,1.4224,0.0028,-0.2878,-0.4209,0.9707,0.4777,0.5085
1.2983,1.8521,2.8589,1.5633,0.2093,-0.8497,-0.4098,1.506,0.4633,0.3217
1.1916,1.739,2.8064,1.8601,0.1884,-1.3321,0.0959,1.1097,0.8363,0.4908
1.257,1.9233,3.495,1.9547,-0.3919,-0.5408,-0.3073,0.703,0.669,0.2581
1.3331,1.9836,3.4171,0.9051,-0.4709,-1.0438,0.1692,0.6983,0.4689,0.3359
1.0617,1.031,2.0277,1.2835,-0.1235,-0.7339,-0.2169,1.1593,0.1859,0.4906
1.6251,1.2664,4.6692,0.9312,-0.3227,-0.2839,-0.1496,1.1499,-0.2942,0.2261
1.6806,1.5854,4.5646,1.6263,-0.2067,-0.6201,0.122,0.9815,-0.3775,0.2836
1.5231,1.9518,2.3745,1.9426,-0.3711,-0.8779,-0.0687,1.1716,0.7118,0.5948
1.3905,1.9734,4.6808,0.9774,-0.3315,-1.2313,0.0245,1.0422,0.5677,0.2811
1.5072,1.5241,3.6283,1.3883,-0.4462,-0.7773,-0.4423,1.0868,0.3272,0.5556
1.1771,1.2635,2.1818,2.565,-0.5768,-1.3325,-0.1308,1.0491,0.5572,0.5944
0.9536,1.6733,3.2894,1.1559,-0.1147,-0.2544,-0.6136,1.0495,-0.4063,0.6861
1.9842,1.8599,3.0295,1.6401,-0.6006,-0.4268,-0.5946,1.0925,-0.2002,0.2186
1.5633,1.5573,4.8684,1.6877,-0.6098,-0.1196,-0.2199,0.9242,-0.1893,0.5785
1.3847,1.7607,3.7309,1.5253,-0.2349,-0.9603,-0.3962,1.3665,0.4448,0.4433
1.0982,1.8724,3.2909,1.1327,-0.2413,-0.7665,-0.1009,1.1047,-0.2889,0.4771
1.574,2.0838,3.0843,1.6734,-0.2707,-0.5251,-0.6525,1.0871,-0.1127,0.4489
1.0584,1.5814,3.7889,1.4256,-0.4795,-0.5037,-0.2932,0.8653,0.3397,0.4416
0.8158,2.8531,2.7803,1.7234,-0.4389,-0.616,-0.4815,0.7212,0.642,0.5119
1.1095,1.4271,2.5053,1.6242,-0.429,-0.7521,-0.4831,1.3843,-0.0506,0.2171
1.011,2.9265,3.5638,1.6267,-0.1714,-0.2775,-0.2221,0.8161,0.2936,0.543
1.1232,1.6419,3.2843,0.9566,-0.1808,-0.6247,-0.482,1.521,-0.2353,0.2124
2.1462,1.7314,4.3978,1.1398,-0.7242,-0.3453,-0.4904,0.7252,-0.0311,0.5553
0.9284,1.1957,1.8883,1.7833,-0.1019,-0.6162,-0.4994,1.0812,1.1266,0.8519
1.5898,1.7864,4.106,2.2802,-0.3603,-0.086,-0.5492,0.9389,-0.0746,0.6115
1.1479,1.4889,3.64,1.5038,-0.7294,-0.1856,-0.3994,1.0732,-0.5463,0.5902
1.1564,2.6165,3.3196,0.9981,-0.165,-0.5134,-0.39,1.2095,-0.3729,0.5896
1.2532,2.1696,3.5482,1.6188,-6e-04,-0.4235,-0.5366,1.1095,-0.2056,0.2599
1.0673,1.1708,2.0005,1.5426,-0.2333,-0.6927,-0.1582,1.1248,0.6546,0.5411
1.7398,1.654,3.7261,1.7623,-0.4156,-0.2806,-0.3555,1.0922,-0.0688,0.4275
0.9057,2.2246,4.063,1.6835,-0.0398,-0.4332,-0.4857,0.8887,0.1264,0.5399
1.7076,1.6768,1.6995,1.7762,-0.6157,-0.1449,-0.5733,0.7484,0.2696,0.6603
1.6563,1.5883,3.2839,1.6684,0.1642,-0.0619,-0.3554,1.1961,0.1477,0.1334
1.4882,2.2196,2.9836,1.6949,-0.6313,-0.5959,-0.2289,0.8358,-0.2087,0.6121
1.5938,1.2986,2.8439,1.2063,-0.4318,-0.6237,0.1422,1.1238,0.1268,-0.1624
0.8784,1.7225,3.0138,1.6459,-0.4545,-0.7602,-0.5105,0.9543,0.703,0.8694
1.2229,0.9822,2.1187,1.8825,-0.8782,-0.6667,-0.4553,1.0865,0.0299,0.3887
1.4332,1.9492,3.4089,1.6122,-0.5613,-0.7642,-0.1501,1.1124,-0.1584,0.401
1.4529,2.5836,5.1048,0.9518,-0.3838,-0.3675,-0.2913,1.0251,-0.0217,0.2993
1.5934,1.6212,2.1272,1.8587,-0.2907,-0.3677,-0.171,1.2086,0.3108,0.7314
0.7554,1.4329,3.9865,1.8252,-0.3522,-0.7221,-0.6241,1.2928,0.3948,0.6456
0.6681,1.4915,3.7848,1.3566,0.0038,-0.8722,-0.3432,0.9055,0.6678,0.5634
1.2103,2.2873,2.5092,1.2244,-0.7691,-0.14,-0.0602,0.9892,-0.1402,0.2172
1.3812,1.4428,3.7204,1.0233,-0.5539,-0.3005,-0.0887,0.5269,0.222,0.6271
1.3186,1.4866,2.8669,1.9155,-0.2578,-0.405,0.0095,1.3291,-0.1072,0.0947
1.4004,2.7073,2.5847,1.0918,-0.479,-0.6265,-0.2289,0.9434,0.1034,0.465
0.9784,1.5435,3.3272,0.7948,-0.0701,-0.31,0.2807,1.1042,-0.1242,0.5238
1.1986,1.9896,3.5765,1.5244,-0.3633,-0.8603,-0.2828,1.286,0.3094,0.2479
1.0022,2.4026,4.4602,2.2285,-0.0966,-0.8786,-0.4248,1.3039,0.5729,0.5842
1.3703,2.0353,3.1189,1.3404,-0.4996,-0.7728,-0.1056,1.2394,-0.1801,0.1255
1.2867,1.8676,5.1934,1.8341,0.0032,-0.7194,-0.4066,1.3189,0.2431,0.439
1.3821,1.6034,2.8898,0.9268,-0.1634,-1.1787,-0.0852,1.0712,0.8282,0.4538
0.7574,1.0975,2.8051,1.6647,-0.6013,-0.4418,-0.7786,1.5827,0.1899,0.7229
1.4454,2.2938,3.2232,1.7355,-0.5026,-0.3718,-0.764,0.676,0.4658,0.8836
1.1122,2.5952,4.2973,1.1779,-0.2815,-0.7303,-0.0462,0.6096,-0.0232,0.3851
2.0704,1.6345,3.0422,1.6486,0.0729,-0.1319,-0.4215,1.2288,0.3908,0.3952
0.8795,1.9604,3.7194,1.5796,-0.218,-0.8656,-0.3435,1.0714,0.3989,0.3194
1.4599,1.6933,3.9207,1.3129,-0.6947,-0.2458,-0.3737,0.5939,0.3387,0.5581
1.1774,2.3099,3.6999,0.8137,-0.3835,-0.4316,-0.2865,0.9884,-0.1079,0.6964
0.6724,1.4828,1.8331,1.7554,-0.1013,-0.5387,-0.2978,1.4923,-0.2714,0.6483
1.1315,0.8721,2.2141,2.1281,-0.4236,-0.8841,0.194,1.1952,0.3796,0.6427
2.1861,1.3282,3.1469,1.16,-0.2461,-0.4879,0.0397,0.7491,0.432,0.452
1.7879,2.07,2.9148,1.5501,-0.4885,-0.2099,-0.1882,1.2424,-0.3293,0.2709
0.9474,1.3321,2.5063,1.9766,-0.4651,-0.1357,-0.4,1.4125,-0.3484,0.631
1.0021,1.5157,2.5464,1.8491,-0.4196,-0.2538,-0.3636,0.9608,-0.2067,0.7166
0.8453,1.2746,1.723,1.4093,-0.3532,-0.2541,-0.4947,1.1679,0.0904,0.5444
1.447,1.4608,2.8216,1.3717,-0.2786,-0.3329,-0.3505,0.9423,-0.0655,0.5944
0.8724,1.4117,1.9016,2.179,-0.6134,-0.5228,-0.4802,1.8365,-0.097,0.3857
1.3406,1.2205,2.6109,1.85,-0.6023,-1.0516,-0.3953,1.235,0.63,0.589
1.5372,1.6972,4.4358,1.2272,-0.1012,-0.7348,-0.0334,0.8147,0.6004,0.3745
1.2394,1.7933,3.9892,1.6449,-0.3033,-0.1746,-0.691,1.3489,-0.0346,0.2847
1.4392,2.0997,3.6418,1.5211,-0.7228,-0.3871,-0.3232,0.8492,0.3128,0.2373
1.3811,2.4622,2.8592,1.4221,-0.2445,-0.3732,0.0516,0.9333,-0.1675,0.5693
1.0361,2.0838,2.1817,2.1766,-0.4398,0.0933,-0.3844,0.9256,-0.2325,0.5522
1.1279,1.6993,3.8594,0.8731,-0.4234,-0.4515,-0.4232,0.6476,0.3696,0.4948
0.8733,1.5164,2.523,1.6308,-0.1239,-0.3492,-0.4592,1.3773,0.0295,0.4317
1.3229,2.0739,2.36,2.0135,-0.2345,-0.2782,-0.3709,0.9546,0.2146,0.6379
1.4879,2.049,2.7564,1.7001,-0.3729,-0.6779,-0.0988,0.9303,0.2605,0.2213
1.7583,1.6738,2.5426,2.0316,-0.9449,-0.2977,-0.2071,0.5988,0.0548,0.5508
2.5589,1.6554,4.3206,0.736,-0.1381,-0.6435,0.3885,0.8523,0.3895,0.3492
1.2396,2.1264,4.5532,1.6461,-0.6533,-0.142,-0.4777,1.0309,-0.5153,0.3642
1.2826,1.3465,2.4889,1.1943,5e-04,-0.1063,-0.6155,1.5251,-0.1943,0.5402
0.8698,1.3417,2.132,1.3601,-0.2687,-0.5378,-0.5398,1.7795,-0.2339,0.5652
1.8535,1.7155,3.5054,1.6357,-0.5401,0.0301,-0.2283,1.1469,-0.4122,0.3629
1.277,1.505,3.5421,1.4597,-0.2097,-0.698,-0.1318,1.4536,0.3893,0.2302
1.6983,1.5336,1.9093,1.8384,-0.7402,-0.5,-0.4735,1.3337,-0.2075,0.4811
2.1978,1.9601,4.4355,1.2015,-0.178,-0.5339,-0.0876,0.8901,0.3633,0.4462
0.928,1.2372,1.9012,1.9275,-0.5209,-0.3658,0.0895,0.7893,-0.0747,0.4644
1.7707,2.3414,5.1404,1.1626,-0.4623,-0.8187,-0.0582,0.8012,-0.0242,0.4846
1.8093,1.8262,4.4111,1.3053,-0.2288,-0.3394,-0.2892,1.019,0.0798,0.1551
1.5263,1.6416,3.298,1.5505,-0.7189,-1.1004,-0.4624,1.1576,0.4747,0.3212
0.8869,1.8795,2.4622,1.536,-0.2685,-0.299,-0.2098,0.7412,-0.1069,0.7967
1.1404,1.5603,3.0663,2.0889,-0.4447,-0.3654,-0.4699,1.2448,0.0045,0.2847
1.238,2.1563,5.3506,1.7447,-0.4534,-0.7188,-0.2588,1.1515,0.1465,0.745
1.3081,1.2583,2.6164,2.0153,-0.7402,-0.302,-0.1795,1.2703,-0.6904,0.4513
1.5161,1.8139,3.6094,1.1957,-0.7492,-0.3502,-0.007,0.7155,-0.1006,0.4415
1.5065,2.1084,4.2237,1.4462,-0.5542,-0.4229,-0.2478,1.1435,-0.1917,0.2245
1.3082,2.0094,3.003,1.8635,-0.3994,0.1033,-0.4187,0.9601,0.2509,0.6592
1.0078,1.4765,2.6277,1.441,0.0739,-0.6293,0.0392,1.3938,-0.0506,0.4723
0.4813,2.0948,3.4679,1.3781,-0.7786,-0.2349,-0.2425,0.8485,0.2772,0.2904
1.3409,1.9774,3.6659,1.5751,-0.6173,-0.6656,-0.3359,0.6876,0.1119,0.9333
1.2675,1.8345,2.7565,1.0145,-0.5159,-0.226,0.1952,0.6679,0.1596,0.5105
1.3128,1.7152,3.1723,1.0544,-0.0654,-0.3575,-0.4098,1.4171,0.0408,0.246
1.5219,2.2077,2.8273,1.8973,-0.8803,-0.0131,-0.3356,0.6451,-0.2007,0.31
1.0183,1.4658,2.0778,1.9964,-0.56,-0.5898,-0.1488,0.8853,0.502,0.3621
1.5184,2.5352,2.7612,1.3024,-0.2552,-0.5928,-0.5296,1.0727,0.455,0.4291
1.3986,1.7604,2.7699,1.3403,-0.3454,-0.49,-0.2023,1.185,0.0159,0.4397
0.7117,2.998,3.4991,1.1874,-0.2758,-0.3653,-0.5981,0.887,0.3437,0.5756
1.6647,1.6642,4.8037,1.5324,-0.4554,-0.404,-0.3025,0.8851,-0.1038,0.3563
1.2366,1.7114,3.3688,1.8154,-0.3969,-0.3475,-0.8817,1.514,-0.6405,0.352
1.2629,2.5834,3.9806,1.337,-0.1756,-0.6775,-0.2993,1.0326,0.6207,0.375
1.2522,1.4063,2.829,1.7473,-0.7061,-0.3288,-0.6441,1.0675,0.1944,0.4969
0.8238,1.7456,3.2843,1.1377,-0.6539,-0.2915,-0.2007,0.6799,0.2346,0.4983
1.2111,1.906,3.9516,1.8922,-0.6159,-0.1375,-0.3444,1.3308,0.1909,0.3427
2.0654,1.9172,3.1347,1.588,-0.7201,-0.2325,-0.312,0.3557,-0.2459,0.7739
0.8409,1.4344,2.8722,1.6372,-0.0674,-0.8341,-0.1354,1.474,0.1699,0.5633
1.4029,1.9858,4.3613,1.5434,0.0552,-0.396,0.0066,1.1047,-0.0305,0.5958
1.7891,2.1601,3.3636,1.4352,-0.4444,-0.5771,-0.4804,1.567,-6e-04,0.4968
0.8841,2.5528,4.1,1.53,-0.217,-0.4411,-0.367,0.6147,0.0359,0.5605
1.2405,1.5261,2.9062,1.3987,-0.1393,-0.6749,0.3062,1.0976,0.2568,0.2432
1.1104,2.1418,2.767,1.164,-0.3662,-0.2505,-0.3565,0.7115,-0.0142,0.703
1.6976,2.6275,3.2998,1.2413,-0.4018,-0.5661,-0.1402,0.8379,0.3743,0.2463
0.8769,1.6573,2.5233,1.8643,-0.6041,-0.1567,-0.0769,0.2473,0.4922,0.8997
1.5797,2.1568,2.2185,1.9431,-0.2445,-0.266,0.0656,1.2069,-0.1285,0.1684
1.1264,2.0357,3.1757,1.1215,-0.2995,-0.4343,-0.3421,1.2874,-0.2384,-0.1558
0.8531,1.648,2.4568,2.2437,-0.821,-0.5581,-0.6734,1.3121,0.8792,0.5323
1.7529,2.1947,3.2943,1.719,-0.6748,-0.3797,-0.3619,0.6957,0.5187,0.387
1.6448,1.9224,2.9674,1.71,-0.4168,-0.6391,-0.5723,1.1833,0.041,0.3605
2.1784,2.0858,4.9098,1.807,-0.3695,-0.2918,-0.5375,1.0155,0.0611,0.5727
1.436,1.7971,3.9485,1.303,-0.8501,-0.9197,-0.1162,0.5869,0.6976,0.4293
1.3304,1.5502,4.3217,1.2478,-0.6195,-0.6974,-0.1193,0.8929,-0.4844,0.2037
1.8813,1.9914,5.2251,1.6395,-0.1774,-0.7487,0.0444,1.0894,0.3365,0.2602
1.0655,2.3001,4.8015,1.4199,-0.5227,-0.2277,-0.7503,1.0462,-0.0958,0.6056
1.7547,1.819,3.6021,1.1886,-0.5483,-0.2392,-0.2906,0.8775,-0.3147,0.5078
1.0324,3.1788,4.2989,1.3084,-0.1505,-0.2496,-0.6579,1.2716,-0.4688,0.4632
1.2456,1.2794,2.2282,2.278,-0.9128,-0.181,-0.3911,1.1838,-0.1241,0.4349
1.4455,2.0943,5.0237,1.298,-0.2831,-0.4501,-0.4039,0.8863,0.2122,0.6015
1.3265,1.1072,2.6,2.0798,-0.4043,-1.0598,-0.4474,1.1797,0.7977,0.3943
1.8988,1.1748,4.0924,1.5558,-0.4859,-0.7579,-0.5516,0.9993,0.3167,0.6557
1.1445,1.5298,2.6895,2.3462,0.0677,-0.4608,-0.5538,1.0828,0.8068,0.6602
0.9566,1.6875,2.711,1.6773,-0.3056,-0.3747,-0.9484,1.3875,0.1191,0.7841
1.1394,1.9683,4.6852,1.5154,-0.1915,-0.4155,-0.5056,1.2602,0.0475,0.5658
0.9774,1.5994,1.7167,1.8886,-0.9268,-0.2667,-0.6629,1.2501,0.5257,0.3674
0.8794,1.5464,3.9876,1.3439,-0.3753,-0.329,-0.3598,0.7334,-0.0518,0.6155
1.6887,1.9148,3.7344,1.347,0.1019,-0.426,-0.1102,1.0049,-0.1857,0.6291
0.2651,1.9266,3.3848,1.4167,-0.5509,-0.563,-0.5185,1.0217,-0.0718,0.6308
1.2724,1.8956,3.2402,1.4988,-0.6238,-0.4527,0.049,0.7584,0.1041,0.7054
1.4376,1.9987,3.5018,1.3231,-0.4203,-0.7049,-0.1294,1.2661,-5e-04,0.2311
1.4146,1.4323,3.611,2.1493,-0.0124,-0.4131,-0.6094,1.7653,-0.6802,0.3995
1.1217,2.053,3.5087,1.0144,-0.285,-0.3551,-0.4159,1.0061,0.1156,0.8297
0.9364,1.703,3.1181,1.6032,-0.1346,-0.0723,-0.3605,1.0661,-0.2487,0.4166
1.0987,1.7635,3.535,1.1841,-0.4328,-0.6499,-0.2057,0.9879,0.4328,0.5432
1.264,1.4619,3.444,1.3155,-1.265,-0.0573,-0.6288,0.7377,-0.1183,0.7763
1.1439,1.3728,4.6215,1.7298,-0.4806,-0.47,-0.2814,1.1371,0.1809,0.5618
1.2224,1.5035,2.4366,2.065,-0.2517,-0.462,-0.0874,1.3332,-0.0661,0.4709
1.8008,1.9556,3.8139,1.0052,-0.5812,-0.5473,0.1006,1.0454,-0.1785,0.2035
1.3554,2.5781,2.8954,1.7092,-0.2874,0.0196,-0.3776,0.6284,-0.0078,0.5932
2.0246,1.7063,4.1754,1.1622,-0.2398,-1.1247,-0.3569,1.0522,0.2693,0.356
1.101,1.6639,2.0045,1.4803,-0.8664,-0.1476,-0.4113,1.0636,-0.4882,0.9017
1.5989,1.8299,4.0386,1.1641,-0.4539,-0.4789,-0.4417,1.0222,0.3756,0.4998
1.4695,2.1601,3.5361,1.4799,-0.3304,-0.5365,-0.2386,1.0867,0.2401,0.5331
0.5939,1.5387,1.8377,2.7419,-0.7109,-0.315,-0.6157,1.3927,0.0255,0.7846
1.3727,1.2163,3.6316,2.2635,-0.5272,0.0384,-0.4746,1.3988,-0.322,0.5681
1.0675,3.8598,4.5515,1.46,0.2538,-0.3533,-0.6971,1.359,0.3551,0.7641
1.1574,2.6981,2.9678,1.2262,-0.3352,-0.7912,-0.3318,0.4736,0.3975,0.739
1.3106,2.0679,3.9226,1.6915,-0.3018,-0.2697,-0.3882,1.172,-0.0696,0.2599
0.8518,1.6388,2.2584,1.7784,-0.5643,-0.1548,-0.2526,1.091,-0.209,0.5936
2.5866,1.885,4.6149,1.7939,-0.8047,-0.6751,-0.6794,0.6174,-0.3428,0.5207
1.3111,1.7232,2.7817,1.1804,-0.0553,0.024,-0.3327,1.0336,-0.1851,0.607
1.5576,1.7094,3.4685,1.664,-0.2873,-0.2965,0.0382,1.2752,-0.0945,0.2996
1.3985,1.7065,2.5524,1.3924,-0.3784,-0.6983,0.2469,0.8291,0.5628,0.2899
0.9404,1.8003,3.7849,1.3526,-0.3825,-0.9617,-0.1667,0.9012,0.2592,0.3466
0.6014,1.3873,1.98,2.0067,-0.2442,-0.6686,-0.7754,1.7523,0.2743,0.8643
1.0864,1.5826,3.1903,1.8585,-0.3098,-1.1137,-0.3592,0.8947,0.7916,0.7605
0.9253,2.2483,3.7191,1.1792,-0.4598,-0.4272,-0.2285,0.7613,-0.2453,0.5323
2.0948,1.9781,6.2679,1.4398,-0.3457,-0.3115,-0.3582,0.7845,0.6901,0.6413
1.0916,1.2982,2.4921,1.8197,-0.6983,-0.7077,-0.4189,1.3844,0.2853,0.5857
1.0691,2.275,5.3467,1.0606,-0.2547,-0.2373,-0.4588,1.1314,-0.2372,0.4043
1.2315,3.0463,3.4819,1.2743,-0.4012,-0.6138,-0.0616,0.8904,0.0633,0.3207
1.2212,1.898,3.3647,1.9382,-0.3536,-0.8512,-0.3945,0.7746,0.6189,0.771
1.2949,1.5017,3.6746,1.843,-0.9738,-0.714,-0.3929,0.6813,0.0682,0.7147
1.5055,1.5142,2.4414,1.3261,-0.8475,-0.3281,-0.4445,1.0439,0.0456,0.518
1.1221,1.0668,2.8126,1.8529,-0.6242,-1.0145,-0.4474,1.5691,-0.3255,0.4902
0.7801,1.7247,2.7013,1.7521,-0.0385,-0.5357,-0.5981,1.8307,-0.109,0.4794
0.7849,1.8688,2.6646,1.9884,-0.5705,-0.444,-0.5642,1.3209,0.038,0.3804
1.2997,1.6373,4.5791,1.5767,-0.3773,-0.8019,-0.453,0.8386,0.6249,0.3877
1.166,1.7695,4.1195,1.8423,-0.2363,-0.6962,-0.3343,1.0525,0.3757,0.634
1.326,1.2523,2.3317,2.8001,-0.2467,-0.385,-0.5493,1.7996,0.1746,0.3076
1.31,1.9663,5.7954,0.9081,-0.6921,-0.5593,-0.2176,0.9787,-0.3907,0.5268
1.2244,1.7089,2.6972,1.6324,-0.4218,-0.4652,-0.0503,1.2598,-0.1862,0.618
1.0798,1.503,5.6892,1.3727,-0.2799,-0.7633,-0.2775,1.1525,0.4764,0.2578
1.8613,1.3243,2.9765,1.6574,-0.381,-0.0548,-0.2712,0.9429,-0.5448,0.3323
1.3447,1.4113,2.6845,2.2068,-0.5426,-0.0497,-0.3807,1.4553,-0.3874,1.0022
1.5022,1.5174,2.9279,1.5928,-0.472,-0.4562,-0.1215,1.1204,0.1111,0.453
1.604,1.3629,3.7218,1.4803,-0.4047,-0.8133,-0.3913,0.9404,0.2867,0.5241
0.9781,1.2543,2.6348,2.4254,-0.0892,-0.7827,-0.5472,1.926,0.1425,0.7601
1.2087,2.2597,2.6915,1.7733,0.1254,-0.5825,-0.2521,0.9508,-0.1153,0.8927
1.5585,2.2118,2.6851,1.3889,-0.7046,-0.5069,-0.6844,1.5006,0.1931,0.1384
1.2114,2.5807,5.8411,0.9799,-0.5619,-0.4804,0.0374,0.6685,0.1673,0.2978
2.0251,1.6486,3.8659,1.7733,-0.5388,-0.2521,-0.2525,0.8239,-0.4687,0.409
1.1185,1.7413,4.0504,1.5245,-0.3654,-0.3182,-0.5039,1.2821,0.3142,0.4314
1.3648,1.5355,2.9437,1.6138,-0.1862,-0.7673,-0.2563,1.1221,0.0605,0.4382
0.7905,2.6203,3.6771,1.9797,-0.115,-0.2244,-0.7101,1.3647,-0.0561,0.509
0.9447,1.6467,2.7864,2.1621,-0.5096,-0.0979,-0.3587,1.3176,0.2225,0.4807
1.5294,1.5566,3.3616,1.0098,-0.0871,-0.6933,-0.1426,1.2997,0.3035,0.3817
1.197,1.5152,3.8962,1.8867,-0.6339,-0.4461,-0.1595,0.9526,-0.3984,0.4973
1.3408,5.5768,2.0704,0.9579,-0.0756,-0.035,-0.3443,0.5352,0.1157,0.6738
1.1513,1.3006,2.312,1.8912,-0.5836,-0.4807,-0.4236,1.472,0.0267,0.6525
0.9776,1.5711,2.9668,2.1128,-0.2972,-0.9654,-0.3851,1.5459,0.2659,0.3228
0.7952,2.5372,3.7143,1.0732,-0.6158,-0.1507,-0.121,0.8008,-0.1957,0.6089
1.0462,1.5918,1.82,1.2637,-0.4616,-0.1213,-0.951,1.0472,0.0685,0.9703
2.5139,1.4414,3.8139,1.5101,-0.5042,0.0057,-0.3928,0.9127,-0.1126,0.399
1.4113,1.7586,3.3274,1.6237,-0.3397,-0.4737,-0.3283,0.9006,0.1448,0.6447
0.7577,1.7753,1.9905,1.7687,-0.5986,-0.2208,-0.4531,1.4105,0.1144,0.5829
1.1064,1.7136,3.5578,1.6984,-0.4996,-0.6591,-0.162,1.2759,-0.3001,0.165
1.3808,1.64,3.2318,1.9132,-0.5214,-0.1085,-0.7911,0.8004,0.4908,0.8444
1.2364,1.9835,2.1223,1.9335,-0.3024,-0.4122,-0.3861,1.2165,-0.2477,0.5738
0.6504,1.6058,1.835,2.3379,-0.055,-0.5795,-0.3363,1.1325,0.697,1.0085
0.7977,2.5007,1.8108,1.2948,-0.2787,-0.1039,-0.4073,1.1025,0.248,0.6343
1.1073,1.026,3.1797,1.5888,-0.5899,-0.285,-0.5974,0.3895,0.6621,0.6562
1.2033,2.2103,2.2892,1.9532,-0.4796,-0.6112,-0.7006,1.2215,0.2913,0.8668
0.4407,2.5063,2.0495,1.412,-0.0412,0.0416,-0.172,0.8657,0.0776,0.3958
0.9896,1.9469,2.0846,1.3455,-0.9119,0.0439,-0.4209,0.8224,-0.7219,0.5527
2.1479,1.7016,3.6982,1.5357,-0.3584,-0.6177,-0.0571,1.1851,0.2311,0.0362
1.534,1.6785,7.2565,0.9584,-0.3626,-0.8087,-0.4105,1.3097,0.2374,0.3687
1.3631,1.4483,2.6913,1.5408,-0.7976,-0.4295,-0.3572,1.4056,-0.0547,0.2752
1.0799,1.2906,2.8405,1.475,-0.4113,-0.9534,-0.1642,1.2629,0.6247,0.2524
1.4622,2.0348,3.0373,1.6384,-0.2597,-0.3686,-0.2538,1.2699,-0.0732,0.3394
1.2991,2.2389,4.2627,1.3104,-0.1912,-1.2429,-0.2197,1.5445,0.3945,0.1305
1.0172,1.405,2.9062,1.7352,-0.2829,-0.8526,-0.3969,1.5365,0.3707,0.6202
1.4581,1.6922,2.4795,2.0651,-0.242,-0.3127,-0.2269,1.5003,-0.1179,0.0417
1.7377,2.0429,4.9036,1.4837,-0.5869,-0.4731,-0.205,0.6281,0.1961,0.4781
0.6843,1.2737,3.2088,1.7378,0.311,-0.799,-0.1184,2.1216,0.0718,0.3253
1.6187,1.5584,2.3917,2.0453,-0.2751,-0.1817,-0.5422,1.3643,-0.3381,0.5224
1.2544,1.788,4.5591,1.1584,-0.3643,-0.9281,-0.2445,1.0409,0.3757,0.5247
